noise_strength,dataset,algorithm,status,n_features,r2,rmse,complexity,complexity_unified,seconds,error,expr
0.0,feynman_II_10_9,ITEARegressor,ok,3.0,0.9912915183193112,0.0188455193986644,2.0,23.0,1691.9,,0.469*id(x_0 * x_1**-1 * x_2**-1) + 0.088*id(x_0 * x_1**-1) + -0.001
0.001,feynman_II_10_9,ITEARegressor,ok,3.0,0.9913253429475016,0.0188088848343298,2.0,23.0,1693.7,,0.088*id(x_0 * x_1**-1) + 0.469*id(x_0 * x_1**-1 * x_2**-1) + -0.001
0.01,feynman_II_10_9,ITEARegressor,ok,3.0,0.9916207948097464,0.0184858022527644,2.0,23.0,1720.6,,0.089*id(x_0 * x_1**-1) + 0.466*id(x_0 * x_1**-1 * x_2**-1) + -0.001
0.1,feynman_II_10_9,ITEARegressor,ok,3.0,0.9936873040764146,0.0160451700918027,2.0,23.0,1679.9,,0.444*id(x_0 * x_1**-1 * x_2**-1) + 0.1*id(x_0 * x_1**-1) + -0.001
0.0,feynman_II_10_9,MRGPRegressor,ok,3.0,0.9937583065156924,0.0159546804018449,353.0,117.0,3010.8,,"mul(mul(mul(sin(mul(cos(square(X3)), mul(sub(X2, X1), cos(X2)))), cube(sin(sub(mul(X1, add(X3, sub(X2, square(X2)))), log(sub(quart(cos(cos(mul(X3, X2)))), div(div(X2, mul(sin(X3), quart(cube(mul(X1, sub(cube(X2), square(X2))))))), X3))))))), cos(cube(cube(div(mul(X2, mul(X3, X1)), sqrt(sub(div(X2, X2), mul(sub(div(mul(cube(sub(X2, square(X2))), mul(mul(quart(sqrt(exp(sub(X1, add(X3, X2))))), sin(X2)), div(div(X2, exp(X1)), exp(X2)))), quart(X2)), mul(mul(mul(quart(sub(sqrt(X2), add(X3, X2))), X2), X2), X1)), X1)))))))), mul(mul(quart(X3), X2), cos(add(X3, sin(X3)))))"
0.001,feynman_II_10_9,MRGPRegressor,ok,3.0,0.9897636361289622,0.0204319467398657,326.0,108.0,3009.2,,"add(mul(mul(div(mul(X2, X3), div(X2, mul(mul(div(X2, div(square(sin(X2)), X1)), X2), exp(sub(X1, add(X3, X2)))))), X2), mul(add(quart(sub(sin(add(X3, X2)), X1)), log(X3)), mul(mul(sin(sub(quart(cube(X2)), div(cos(mul(X1, quart(square(X3)))), mul(mul(square(X2), X1), X2)))), cube(exp(sub(sin(sin(X1)), X2)))), cos(cube(cube(div(mul(mul(log(cube(mul(exp(sub(X1, add(X3, X2))), X2))), exp(sub(sin(X1), X2))), mul(add(quart(X2), X2), X2)), X1))))))), sqrt(mul(sub(exp(sqrt(X1)), exp(X3)), cube(mul(mul(add(X3, X2), X1), X3)))))"
0.01,feynman_II_10_9,MRGPRegressor,ok,3.0,0.9992746038081336,0.0054390684682117,428.0,142.0,3010.5,,"mul(mul(sin(div(mul(mul(sin(sub(mul(sin(sub(sqrt(mul(mul(X1, X3), X3)), X1)), div(mul(sin(sub(X1, X3)), quart(X2)), X2)), div(cube(X2), sqrt(mul(add(X3, X2), X2))))), X1), mul(X1, add(quart(X3), add(X2, X2)))), X2)), mul(add(mul(square(sub(sin(X1), X2)), square(X2)), mul(X3, mul(X1, X2))), X2)), cos(cube(add(sin(mul(sin(sub(quart(cube(cube(sqrt(div(cube(X2), mul(sqrt(X2), exp(X1))))))), div(cos(cube(X2)), cube(div(mul(X2, add(quart(sub(sin(X1), add(X3, X2))), cos(cos(X3)))), exp(X3)))))), mul(square(mul(square(sub(X1, add(X3, X2))), quart(cube(X2)))), cube(X2)))), mul(mul(sin(sub(sin(cube(X2)), sqrt(mul(sub(X1, X2), X2)))), cube(sin(X3))), cos(cube(cube(div(mul(X3, X2), div(X2, X1))))))))))"
0.1,feynman_II_10_9,MRGPRegressor,ok,3.0,0.3885581795458527,0.1579117549135312,428.0,142.0,3111.2,,"add(cos(sub(div(sqrt(X2), quart(quart(X1))), div(sin(cos(mul(X3, X1))), square(mul(mul(sin(sub(quart(cube(X2)), div(cos(X3), sqrt(X2)))), cube(sin(sub(mul(X2, X3), exp(mul(X2, mul(X2, X1))))))), log(sin(mul(X2, div(exp(cos(mul(quart(X2), X3))), exp(mul(X3, quart(add(X3, X2))))))))))))), mul(div(mul(sin(square(X1)), sqrt(log(mul(cube(exp(mul(X2, X3))), square(X2))))), sub(div(exp(X2), exp(sub(mul(mul(X2, X1), sin(X1)), add(X3, X2)))), mul(square(X2), sub(X1, mul(log(cube(X2)), exp(X1)))))), div(sin(sin(sub(mul(sin(sub(X1, quart(log(X1)))), quart(X2)), sin(mul(X2, div(sin(quart(X3)), sub(exp(X2), X1))))))), sqrt(mul(cube(X2), sin(sin(sin(sub(mul(sin(sub(X1, X3)), quart(X2)), mul(X2, X3))))))))))"
0.0,feynman_II_10_9,OperonRegressor,ok,3.0,0.9999845196883068,0.0007945600782111,90.0,91.0,61.9,,((-0.0000029973) + (0.9999847412 * (exp(sqrt(exp(sqrt(exp((((0.0001648608 * X2) + 0.8326832652) + ((-0.3496614099) * X3))))))) * (((((2.2126517296 * X2) * ((-2.8952703476) * X2)) - (((((-0.5049259067) * X3) * (0.1070248336 * X2)) - (0.0465919450 * X1)) - ((-0.0455103703) * X3))) + ((0.0132784806 * exp(((-2.6323447227) * X2))) - exp(((-2.1939043999) * X2)))) + (((exp(((0.0018033483 * X1) + ((-2.1805131435) * X2))) - 0.0551047251) + (((((0.0030846524 * X1) + ((-2.5317394733) * X2)) - ((-0.0106880125) * X3)) + ((0.0492298827 * X1) * ((-0.0121547058) * X2))) ^ 2)) - (0.0278258100 * X2))))))
0.001,feynman_II_10_9,OperonRegressor,ok,3.0,0.9999940939141544,0.0004907798999854,94.0,94.0,60.9,,(0.0000001470 + (0.9999997020 * (((((((-0.1816757172) * X2) + exp(((-0.4458768070) * X3))) - ((-0.0968304276) * X3)) + ((0.1383665949 * X1) + (exp(exp((((-0.4034405053) * X3) - (0.0233871415 * X2)))) * ((-0.4967050254) + ((0.0332780220 * X1) + (((-0.1798262149) * X3) - (0.0373091996 * X2))))))) - ((((-0.0648591891) * X1) + ((0.0023842650 * X3) - ((-0.0663348213) * X2))) * exp((exp(((-0.3105802834) * X3)) - (0.7671323419 * X2))))) - ((exp((exp(((-0.2606857717) * X3)) - (2.7328124046 * X2))) - ((14.3711185455 * X3) - ((-12.3769140244) * X2))) * ((0.0018699557 * X2) + (((-0.0014289904) * X1) - (-0.0007525881)))))))
0.01,feynman_II_10_9,OperonRegressor,ok,3.0,0.999828728033086,0.0026428957515337,96.0,96.0,61.7,,(0.0000129856 + (1.0000120401 * ((((((exp(exp(((-0.6602888703) * X2))) * (((-0.0281649940) * X2) + (0.0318238512 * X1))) + exp(((((-1.1112440825) * X3) - (0.2386091202 * X2)) - ((-0.0341722518) * X1)))) + (((-0.1218196377) * X3) - (0.2494933456 * X2))) - (exp(((((-0.7260276079) * X3) - (1.1048475504 * X2)) - (0.0492832474 * X1))) * ((0.0569992959 * X2) + ((-0.0479983874) * X1)))) + ((((((-0.6675258875) * X3) - (0.7561014891 * X2)) - ((-0.0127713354) * X1)) * (((-0.0580200478) * X2) + (0.0555926748 * X1))) - exp(((((-1.1318750381) * X3) - (0.2417855412 * X2)) - 0.1760020554)))) - (0.5119480491 + ((-0.2374337763) * X1)))))
0.1,feynman_II_10_9,OperonRegressor,ok,3.0,0.948457235955362,0.0458480366266123,94.0,94.0,71.2,,(0.0002667458 + (1.0005197525 * ((((exp(((((-0.9060726762) * X3) - ((0.5520894527 * X1) + (0.5565502048 * X2))) - exp((((-0.6473066211) * X1) + ((-0.1277896613) * X3))))) + ((-0.0224321652) * X3)) - (((-0.0018360721) * X2) / (((-0.5729717612) * X1) + (0.1368370503 * X2)))) + exp(exp(((((-0.3769490123) * X3) - (((-1.0719062090) * X1) + (1.3394020796 * X2))) - exp(exp((((-0.0725536272) * X3) + ((-0.8567184806) * X2)))))))) - ((1.7866456509 + exp(((0.6182795763 * X1) - (0.5421781540 * X2)))) - (exp(((0.5637669563 * X1) + ((-0.8323705792) * X2))) + (sin((0.3035299182 * X1)) + (0.0423002690 * X2)))))))
0.0,feynman_II_10_9,ffx,ok,3.0,0.9804005541434444,0.0282721467517709,318.0,359.0,9.6,,"-0.376 + 1.42*max(0,-0.621-X2) * max(0,-0.968-X1) - 0.876*X1 * max(0,-0.968-X1) + 0.774*X0 * max(0,-0.968-X1) - 0.659*max(0,X0-1.57) * max(0,-0.968-X1) - 0.284*X2 * max(0,-0.968-X1) + 0.282*max(0,X2-1.27) * max(0,-0.968-X1) - 0.269*max(0,-0.621-X2) * max(0,0.123-X0) + 0.266*max(0,-1.09-X2) + 0.263*max(0,-0.0892-X1) + 0.220*max(0,0.796-X2) - 0.210*max(0,1.57-X0) - 0.196*X1 + 0.177*X0 + 0.163*X1 * max(0,0.123-X0) + 0.150*max(0,0.789-X1) - 0.115*X1 * max(0,X0-0.123) + 0.107*max(0,-0.621-X2) + 0.105*max(0,0.324-X2) - 0.0995*max(0,0.123-X0) * max(0,-0.968-X1) + 0.0906*X2 * max(0,0.123-X0) - 0.0826*max(0,-0.621-X2) * X1 + 0.0810*X1 * max(0,X0-1.57) + 0.0796*X1 * X2 + 0.0783*max(0,-0.621-X2) * max(0,X0-0.123) - 0.0654*X2 * abs(X2) - 0.0488*max(0,X0-0.123) * max(0,X2-1.27) - 0.0467*max(0,X0-0.123) * X2 + 0.0455*max(0,0.350-X1) - 0.0371*max(0,0.123-X0) + 0.0325*max(0,X0-0.123) * max(0,-0.148-X2) + 0.0315*max(0,X0-1.09) + 0.0235*max(0,X0+0.844) + 0.0106*max(0,1.23-X1) + 0.00944*max(0,-0.360-X0) * X1 + 0.00183*max(0,-0.148-X2) * abs(X2) - 0.000811*max(0,-0.360-X0) - 3.84e-5*max(0,-0.148-X2) * X2"
0.001,feynman_II_10_9,ffx,ok,3.0,0.981012066337829,0.027827599421966,283.0,318.0,10.0,,"-0.283 + 1.62*max(0,-0.621-X2) * max(0,-0.968-X1) - 0.903*X1 * max(0,-0.968-X1) + 0.668*X0 * max(0,-0.968-X1) + 0.346*max(0,X2-1.27) * max(0,-0.968-X1) + 0.301*max(0,-1.09-X2) - 0.279*max(0,0.123-X0) * max(0,-0.968-X1) - 0.273*max(0,1.57-X0) - 0.263*max(0,X0-1.57) * max(0,-0.968-X1) + 0.234*max(0,-0.0892-X1) - 0.229*X2 * max(0,-0.968-X1) + 0.205*X1 * max(0,X0-1.57) + 0.195*max(0,0.796-X2) - 0.170*X1 + 0.165*max(0,0.789-X1) - 0.152*X0 * X1 + 0.150*max(0,0.324-X2) + 0.120*X0 + 0.113*max(0,-0.844-X0) * max(0,-0.968-X1) + 0.0968*X1 * X2 - 0.0926*max(0,-0.148-X2) * max(0,0.123-X0) + 0.0880*X0 * max(0,-0.148-X2) + 0.0629*max(0,0.350-X1) - 0.0570*X2 * abs(X2) - 0.0536*X0 * X2 - 0.0476*X0 * max(0,X2-1.27) + 0.0438*max(0,X0-1.57) * max(0,X2-0.324) + 0.0403*max(0,X0-1.09) + 0.0259*max(0,-0.148-X2) + 0.0241*max(0,X0+0.844) - 0.0182*max(0,-0.148-X2) * X1 + 0.0157*X2 * max(0,0.123-X0) + 0.0126*max(0,-0.360-X0) * X1 - 0.00822*max(0,0.123-X0) - 0.00736*max(0,-0.360-X0)"
0.01,feynman_II_10_9,ffx,ok,3.0,0.9808816449299956,0.0279230048502047,304.0,342.0,10.3,,"-0.426 + 1.38*max(0,-0.621-X2) * max(0,-0.968-X1) - 0.927*X1 * max(0,-0.968-X1) - 0.917*max(0,0.123-X0) * max(0,-0.968-X1) + 0.636*max(0,X0-0.123) * max(0,-0.968-X1) - 0.291*max(0,-0.621-X2) * max(0,0.123-X0) - 0.262*X2 * max(0,-0.968-X1) + 0.237*max(0,-0.0892-X1) + 0.208*max(0,0.796-X2) + 0.194*X0 - 0.188*max(0,1.57-X0) - 0.172*X1 + 0.156*max(0,0.789-X1) + 0.131*X1 * max(0,0.123-X0) - 0.130*X1 * max(0,X0-0.123) + 0.116*X1 * max(0,X0-1.57) + 0.0916*max(0,-0.621-X2) * max(0,X0-0.123) - 0.0863*max(0,-0.621-X2) * X1 + 0.0860*max(0,-0.528-X1) + 0.0803*X1 * X2 + 0.0801*X2 * max(0,0.123-X0) + 0.0721*max(0,0.324-X2) + 0.0632*max(0,-0.621-X2) * max(0,-0.148-X2) - 0.0584*max(0,X0-0.123) * X2 - 0.0583*X2 * abs(X2) + 0.0466*max(0,X0-1.09) - 0.0445*max(0,0.123-X0) + 0.0417*max(0,-0.360-X0) * X1 + 0.0417*max(0,-0.148-X2) * abs(X2) + 0.0359*max(0,0.350-X1) + 0.0292*max(0,-0.621-X2) - 0.0286*max(0,-0.621-X2) * X2 + 0.0243*max(0,X0+0.844) + 0.0242*max(0,-0.621-X2) * abs(X2) + 0.0207*max(0,1.23-X1) + 0.0173*max(0,1.27-X2) - 0.00452*max(0,-0.148-X2) * X2"
0.1,feynman_II_10_9,ffx,ok,3.0,0.9602723606036964,0.040251611310544,999.0,1118.0,13.7,,"0.0215 + 5.48*max(0,-0.968-X1) * max(0,X0-0.123) - 5.45*max(0,-0.968-X1) * max(0,X2-1.27) + 5.08*max(0,-0.968-X1) * max(0,X2-0.324) - 3.31*abs(X0) * max(0,-0.968-X1) + 2.75*abs(X2) * max(0,X2-1.27) - 2.52*max(0,X2-0.324) * max(0,X0-0.123) + 2.44*max(0,X2-0.796) * max(0,X0-0.123) - 2.29*max(0,X0-0.123) * max(0,X2-1.27) + 2.23*max(0,-0.621-X2) * max(0,X0-0.123) + 2.13*max(0,X0-1.57) - 2.11*max(0,X2-0.796) * max(0,-0.968-X1) - 2.05*abs(X0) * max(0,-0.621-X2) - 1.81*X2 * max(0,X2-1.27) + 1.76*X0 * max(0,X2-1.27) + 1.67*max(0,-0.968-X1) * max(0,0.123-X0) + 1.63*max(0,-0.844-X0) - 1.46*max(0,0.123-X0) + 1.36*abs(X0) - 1.34*abs(X0) * max(0,X2-0.324) - 1.34*max(0,-0.968-X1) - 1.28*max(0,-0.968-X1) * abs(X2) - 1.26*X2 * max(0,-0.968-X1) + 1.24*max(0,0.123-X0) * max(0,X2-1.27) - 1.20*max(0,X2-0.796) * max(0,X2-1.27) - 1.04*max(0,-1.09-X2) - 0.979*max(0,X2-0.796) * max(0,X2-0.324) + 0.945*X2 * max(0,X0-0.123) - 0.895*X1 * max(0,X2-1.27) + 0.887*max(0,-0.148-X2) * max(0,-0.968-X1) + 0.854*max(0,-0.0892-X1) - 0.844*X1 * max(0,-0.968-X1) + 0.819*max(0,-0.621-X2) * max(0,0.123-X0) + 0.813*abs(X2) * max(0,X2-0.324) + 0.813*max(0,X2-0.796) * abs(X0) - 0.776*X0**2 + 0.711*max(0,X0-0.606) + 0.708*max(0,0.606-X0) * max(0,X2-1.27) - 0.706*abs(X1) - 0.687*X0 * max(0,-0.968-X1) + 0.675*abs(X0) * abs(X2) - 0.603*X0 * max(0,X2-0.324) + 0.582*max(0,X2-0.324) * max(0,X2-1.27) - 0.579*X1 - 0.551*max(0,X2-0.796) + 0.502*X1**2 - 0.476*abs(X0) * max(0,X2-1.27) + 0.468*max(0,-0.148-X2) * X2 + 0.467*max(0,0.606-X0) + 0.467*max(0,-0.621-X2) - 0.465*max(0,X0-0.123) - 0.452*max(0,X2-0.324) * max(0,0.123-X0) + 0.449*max(0,X0-1.09) - 0.435*X2 * max(0,-0.621-X2) - 0.430*max(0,0.350-X1) + 0.416*max(0,-0.621-X2) * max(0,-0.968-X1) + 0.410*max(0,-0.148-X2) * max(0,-0.621-X2) - 0.406*max(0,-0.621-X2) * abs(X2) + 0.397*X1 * max(0,0.123-X0) - 0.396*abs(X2) * max(0,0.123-X0) - 0.387*abs(X2) + 0.372*max(0,-0.148-X2) * max(0,0.123-X0) + 0.355*max(0,-0.148-X2) * abs(X0) + 0.354*max(0,-0.148-X2) * X1 - 0.354*max(0,X2-0.796) * X2 + 0.351*X2 * max(0,0.123-X0) + 0.315*X2**2 - 0.306*max(0,-0.148-X2) - 0.296*max(0,X0+0.844) + 0.291*max(0,0.324-X2) - 0.287*X1 * max(0,-0.621-X2) - 0.271*X2 * abs(X2) - 0.262*max(0,1.09-X0) + 0.260*abs(X2) * max(0,X0-0.123) + 0.256*max(0,X2-0.796) * max(0,0.123-X0) - 0.247*max(0,X1-0.789) - 0.233*X2 + 0.232*max(0,X1+0.0892) + 0.226*X2 * abs(X0) - 0.210*max(0,X1-1.23) - 0.205*X1 * abs(X0) - 0.204*X0 * max(0,0.123-X0) - 0.202*max(0,-0.360-X0) + 0.202*max(0,X2+0.621) + 0.198*X1 * max(0,X2-0.324) + 0.184*max(0,X2-0.324) - 0.176*max(0,X1+0.968) + 0.169*X1 * max(0,X0-0.123) + 0.147*max(0,X1+0.528) + 0.135*X1 * X2 - 0.132*X1 * abs(X2) - 0.123*abs(X0) * max(0,0.123-X0) - 0.120*max(0,X2-1.27) + 0.102*X0 + 0.101*max(0,0.796-X2) + 0.0914*max(0,-0.528-X1) + 0.0900*max(0,X2-0.796) * X1 - 0.0850*max(0,-0.148-X2) * max(0,X0-0.123) + 0.0808*X0 * abs(X2) - 0.0679*abs(X0) * max(0,X0-0.123) + 0.0675*max(0,1.27-X2) - 0.0644*max(0,0.789-X1) - 0.0620*max(0,1.57-X0) + 0.0566*max(0,1.23-X1) - 0.0547*max(0,-0.621-X2) * X0 + 0.0485*abs(X0) * X0 - 0.0474*X2 * max(0,X2-0.324) - 0.0427*max(0,X2+0.148) - 0.0346*max(0,X2-0.796) * abs(X2) + 0.0316*X2 * X0 + 0.0292*max(0,-0.148-X2) * abs(X2) + 0.0233*max(0,X2+1.09) + 0.0215*max(0,X2-0.796) * X0 - 0.0130*max(0,-0.148-X2) * X0 + 0.00985*X0 * max(0,X0-0.123) - 0.00469*X1 * X0 - 0.00444*max(0,X1-0.350)"
0.0,feynman_II_11_20,ITEARegressor,ok,5.0,0.9895435637833948,0.724492890505183,2.0,33.0,1726.6,,-2.562*id(x_0 * x_2 * x_3**-1 * x_4**-1) + 2.017*id(x_0 * x_1 * x_2 * x_3**-1 * x_4**-1) + -0.038
0.001,feynman_II_11_20,ITEARegressor,ok,5.0,0.9895326614573672,0.7248704856885116,2.0,33.0,1717.3,,-2.559*id(x_0 * x_2 * x_3**-1 * x_4**-1) + 2.016*id(x_0 * x_1 * x_2 * x_3**-1 * x_4**-1) + -0.039
0.01,feynman_II_11_20,ITEARegressor,ok,5.0,0.989429614639678,0.7284297791367408,2.0,33.0,1748.9,,-2.535*id(x_0 * x_2 * x_3**-1 * x_4**-1) + 2.011*id(x_0 * x_1 * x_2 * x_3**-1 * x_4**-1) + -0.051
0.1,feynman_II_11_20,ITEARegressor,ok,5.0,0.9879114840021967,0.7789844286759896,2.0,33.0,1695.6,,1.961*id(x_0 * x_1 * x_2 * x_3**-1 * x_4**-1) + -2.297*id(x_0 * x_2 * x_3**-1 * x_4**-1) + -0.168
0.0,feynman_II_11_20,MRGPRegressor,ok,5.0,0.0344043560049693,6.9620947695374005,449.0,149.0,3003.8,,"div(sub(cos(cos(mul(add(cube(square(sub(mul(square(sub(X2, cube(X4))), X3), quart(add(mul(X2, X4), add(X4, X5)))))), X3), mul(sub(X3, X1), mul(exp(sub(sub(X3, X5), sub(X4, X2))), cos(sub(X3, sub(X4, X2)))))))), log(square(square(mul(add(X2, X3), cube(X4)))))), sin(sin(mul(sin(mul(X1, X4)), mul(sub(div(mul(X1, X5), div(quart(quart(exp(X5))), div(quart(sub(exp(X3), sub(mul(exp(sub(mul(X2, X3), X4)), exp(sub(X2, X5))), mul(X1, exp(sub(sub(X3, sub(X4, X2)), X5)))))), square(sub(div(mul(X1, X2), div(X4, square(mul(X3, square(quart(add(mul(mul(sub(X3, X4), X2), X4), add(X4, X5)))))))), exp(X4)))))), add(sin(X4), mul(mul(X1, exp(sub(sub(X3, sub(X4, X2)), X5))), exp(sub(sub(X3, sub(X4, X3)), X5))))), add(X5, X3))))))"
0.001,feynman_II_11_20,MRGPRegressor,ok,5.0,0.5987010396964934,4.488242346919264,440.0,146.0,3049.6,,"div(mul(div(mul(mul(exp(sub(X3, sub(X4, X2))), mul(sub(sin(X2), X5), exp(sub(X1, X5)))), cos(X2)), X4), mul(exp(X2), sin(sin(mul(X3, exp(sub(X1, X5))))))), sub(div(cos(exp(sqrt(X3))), sqrt(cube(sub(div(cos(div(mul(X1, mul(exp(sub(X2, X4)), X5)), quart(mul(div(X1, cube(mul(exp(sub(X3, sub(X4, X2))), mul(exp(X2), mul(exp(sub(sub(X1, X5), sub(X4, X2))), X3))))), cube(X4))))), sqrt(cube(sub(X1, X2)))), add(div(mul(sub(add(sin(X4), mul(exp(sub(X2, sub(X4, sin(X1)))), X3)), X4), sin(X1)), log(mul(X4, X2))), sin(X4)))))), add(div(mul(sub(mul(exp(sub(X2, sub(X4, add(sin(X4), sub(X3, X4))))), sub(X5, X1)), X4), sin(X1)), log(sub(X2, sin(X2)))), sin(sub(mul(X2, sub(X5, X3)), X4)))))"
0.01,feynman_II_11_20,MRGPRegressor,ok,5.0,0.514384712207809,4.937287953448488,434.0,144.0,3050.8,,"div(square(div(sub(log(add(X4, X5)), sub(sub(exp(sub(X1, mul(square(X3), sub(X5, X2)))), sub(X4, X2)), mul(X5, mul(exp(X2), sub(X1, X5))))), div(sub(mul(X2, X3), mul(cube(X2), mul(exp(sub(sin(X2), X5)), mul(X5, mul(sub(X2, X5), sub(X1, X5)))))), sin(mul(square(mul(X5, X2)), mul(X4, X2)))))), div(square(div(sub(sub(exp(sub(X4, mul(X1, mul(X4, X2)))), X1), mul(X4, mul(exp(sub(sin(sub(X1, X5)), sub(X4, X2))), sub(sin(div(mul(X4, mul(mul(X5, mul(exp(sub(sin(X3), sub(X4, X2))), sub(X1, X5))), X5)), X2)), sub(X4, X2))))), sub(mul(X3, X2), mul(X4, sub(log(quart(X3)), mul(X2, mul(exp(X2), sub(X1, X5)))))))), exp(mul(X4, mul(exp(sub(sin(X3), sub(X4, X2))), sub(X1, X5))))))"
0.1,feynman_II_11_20,MRGPRegressor,ok,5.0,-1.955775721498183,12.180861930805154,446.0,148.0,3023.2,,"mul(mul(mul(cube(X4), sub(X4, sub(sqrt(X3), cos(X1)))), sin(mul(X3, exp(sub(add(add(X1, X2), sub(X3, X4)), X5))))), mul(cube(square(sub(X3, sub(X1, X5)))), add(sub(quart(sub(div(mul(X1, X2), div(X4, log(sub(div(cos(div(mul(X5, X3), quart(mul(exp(sub(X3, sub(mul(exp(sub(X3, sub(X4, X2))), cos(cube(mul(X3, X5)))), X2))), cos(sin(X2)))))), sqrt(X3)), add(div(mul(mul(exp(sin(X2)), X5), mul(exp(X2), cos(cube(mul(X2, X5))))), log(mul(X4, X2))), sin(X1)))))), X3)), sqrt(add(div(square(sub(mul(sin(X2), X3), cube(X4))), mul(exp(sub(X3, sub(mul(exp(sub(X3, sub(X5, X2))), cos(cube(mul(X5, X1)))), X4))), mul(X3, cos(cube(mul(X5, sub(mul(X1, X3), cube(X3)))))))), sub(cube(X5), log(X1))))), sub(cube(X5), X4))))"
0.0,feynman_II_11_20,OperonRegressor,ok,5.0,0.9890896633002754,0.740050503511211,90.0,91.0,67.8,,(0.0000056530 + (1.0000119209 * (((((exp((exp(((-0.4200965166) * X5)) - ((-0.4565447867) * X3))) * (exp((((-1.0361179113) * X4) + 7.6433935165)) - (1864.6582031250 * X5))) + (((-365.7985229492) * X4) - ((-5751.4462890625) * X3))) + (12711.1279296875 - exp((((4.0264067650 * X2) + (0.8422365785 * X1)) - ((-0.6806734204) * X3))))) * (((((-0.0037491345) * X1) + (0.0002146141 * X4)) - ((exp(((0.0110047106 * X2) + (0.0409018733 * X1))) - (0.0002047556 * X3)) - ((0.0091716237 * X2) - (exp((0.0438167341 * X1)) * (-0.9953637719))))) ^ 2)) - (0.6883628368 - ((0.0111353649 * X4) - ((-0.0155089526) * X3))))))
0.001,feynman_II_11_20,OperonRegressor,ok,5.0,0.99566517918391,0.4664744452106507,92.0,92.0,52.9,,(0.0000001351 + (1.0000081062 * ((exp((exp(((-0.4557918906) * X5)) - ((exp(((-0.4150823951) * X3)) - ((((-0.9498603940) * X4) - ((-0.0447360463) * X5)) - exp(((-0.5571840405) * X2)))) - (0.2455601692 * X2)))) * (((exp(((0.2167480439 * X1) + (0.8095708489 * X4))) - (-2.8319985867)) - (((-0.3107376099) * X4) - ((-0.0093974052) * X5))) + ((((0.0019723570 * X1) + ((-0.0024404239) * X4)) * (exp((((-6.0916919708) * X3) + ((-2.1493761539) * X4))) * ((0.0000408841 * X3) + exp((5.9822549820 * X3))))) - exp(exp((((-0.0897392184) * X1) + (0.1907477826 * X4))))))) - (((-0.0066074193) * X2) - (-0.6938056350)))))
0.01,feynman_II_11_20,OperonRegressor,ok,5.0,0.9969701662077808,0.3899883954287757,83.0,83.0,63.0,,((-0.0042447154) + (0.9939563274 * (exp(exp((exp(((-0.3848159015) + ((-0.2887195349) * X4))) * exp((0.0050266390 * X3))))) * ((((exp((((0.2547849715 * X2) + ((-0.2407500744) * X5)) - exp(((-0.5317167044) * X2)))) * ((0.0088606961 * X1) + 0.0213856101)) + (exp((((0.2002694905 * X2) + ((-1.5555815697) * X5)) - exp(((-0.5797117949) * X2)))) * ((0.0011424919 * X1) + 0.0029124354))) * ((((-1.4351547956) * X2) - ((exp(((-0.8487320542) * X2)) - exp((0.6026749015 * X2))) - (2.5554804802 * X3))) + 6.4844641685)) + ((-0.0955688506) + ((-0.0366819091) * X4))))))
0.1,feynman_II_11_20,OperonRegressor,ok,5.0,0.9885363030840928,0.7585856612842244,94.0,94.0,63.7,,((-0.0000003219) + (0.9999998808 * (((exp(((exp(((-0.6309112310) * X4)) - (((-0.8733531833) * X3) - ((-0.4910964668) * X4))) + ((0.2843596339 * X2) - exp(((-0.4324465692) * X1))))) * ((((4.8857040405 * X2) + (((-0.5368443131) * X5) - (-9.2505683899))) * ((exp(((-0.5008927584) * X4)) + (1.2712776661 * X4)) / ((((-9.2737207413) * X5) - 21.5170650482) - (((-1.3131340742) * X3) - (0.4635390341 * X4))))) * (((((-0.0893884748) * X5) - exp(((-0.1498374790) * X4))) - ((-0.0443528146) * X2)) - (((-0.4005944729) * X3) - ((-0.1304070204) * X4))))) - (((-0.0101221614) * X1) / ((-5.2837948799) * X2))) + (((-0.0212632995) * X3) - 0.7036003470))))
